datetime,PM10,PM25,PM1,temp_c,dewpoint_c,humidity,pressure_hpa,site,location
2025-12-01 00:00:00,32.981833333333334,28.871166666666667,17.940833333333334,34.27777777777778,22.185185185185183,49.86666666666667,963.629,SITE 1,INT
2025-12-01 01:00:00,25.723548387096773,23.626451612903224,14.78483870967742,33.85304659498208,21.50537634408602,48.903225806451616,963.1267741935484,SITE 1,INT
2025-12-01 02:00:00,21.171333333333333,19.656000000000002,12.437666666666667,33.88888888888889,21.11111111111111,47.3,962.7976666666667,SITE 1,INT
2025-12-01 03:00:00,20.395333333333333,19.096166666666665,12.103833333333334,33.62962962962963,20.85185185185185,47.43333333333333,962.5823333333334,SITE 1,INT
2025-12-01 04:00:00,26.9815,24.511000000000003,15.466000000000001,33.148148148148145,20.444444444444446,48.0,962.934,SITE 1,INT
2025-12-01 05:00:00,48.99533333333333,39.77016666666667,25.206666666666667,32.7037037037037,20.01851851851852,47.8,963.457,SITE 1,INT
2025-12-01 06:00:00,42.6785,35.80383333333334,22.765833333333333,32.77777777777778,19.555555555555557,46.2,964.1786666666667,SITE 1,INT
2025-12-01 07:00:00,46.255,38.2125,24.271333333333335,32.72222222222222,19.962962962962965,47.43333333333333,964.7843333333333,SITE 1,INT
2025-12-01 08:00:00,37.67733333333333,32.321666666666665,20.2685,32.592592592592595,19.166666666666668,45.7,965.1233333333333,SITE 1,INT
2025-12-01 09:00:00,24.160806451612903,22.723548387096773,14.300967741935484,32.74193548387097,18.85304659498208,44.45161290322581,965.5893548387097,SITE 1,INT
2025-12-01 10:00:00,23.716666666666665,21.855999999999998,13.987166666666667,33.18518518518519,19.388888888888893,44.3,965.3916666666667,SITE 1,INT
2025-12-01 11:00:00,24.53533333333333,22.48,14.0025,33.50000000000001,19.592592592592595,44.03333333333333,964.9616666666666,SITE 1,INT
2025-12-01 12:00:00,26.388666666666666,23.986666666666668,14.956,34.074074074074076,19.703703703703702,43.3,964.1743333333333,SITE 1,INT
2025-12-01 13:00:00,23.91916666666667,21.96916666666667,13.791333333333334,34.48148148148148,19.203703703703706,41.0,963.3196666666666,SITE 1,INT
2025-12-01 14:00:00,26.255,24.017166666666665,15.073666666666666,35.166666666666664,19.074074074074076,39.1,962.8496666666667,SITE 1,INT
2025-12-01 15:00:00,28.499666666666666,26.30483333333333,16.6855,35.42592592592593,18.51851851851852,37.36666666666667,962.1796666666667,SITE 1,INT
2025-12-01 16:00:00,37.943333333333335,33.108333333333334,21.047166666666666,35.55555555555556,18.462962962962965,37.0,962.2743333333333,SITE 1,INT
2025-12-01 17:00:00,69.64258064516129,63.65225806451613,42.65032258064517,35.55555555555556,18.67383512544803,37.12903225806452,962.543870967742,SITE 1,INT
2025-12-01 18:00:00,122.90249999999999,117.7985,81.33850000000001,35.407407407407405,18.962962962962965,38.46666666666667,963.224,SITE 1,INT
2025-12-01 19:00:00,212.34516666666664,205.5785,140.26049999999998,34.98148148148148,19.055555555555557,39.46666666666667,964.5020000000001,SITE 1,INT
2025-12-01 20:00:00,62.85933333333333,52.50516666666667,34.077666666666666,34.851851851851855,19.314814814814817,40.0,965.0466666666667,SITE 1,INT
2025-12-01 21:00:00,54.75916666666667,43.575,26.766666666666666,34.42592592592593,19.370370370370374,41.03333333333333,965.6466666666668,SITE 1,INT
2025-12-01 22:00:00,34.2305,30.528000000000002,19.412166666666668,34.44444444444444,19.740740740740744,42.53333333333333,965.7873333333333,SITE 1,INT
2025-12-01 23:00:00,32.9825,29.285333333333334,18.388166666666667,34.81481481481481,21.25925925925926,45.46666666666667,965.3816666666667,SITE 1,INT
2025-12-02 00:00:00,38.12596774193548,32.50709677419355,20.026129032258062,36.702508960573475,25.23297491039427,52.54838709677419,964.8203225806452,SITE 1,INT
2025-12-02 01:00:00,30.328333333333333,27.615833333333335,17.3375,34.88888888888889,22.388888888888893,48.53333333333333,964.115,SITE 1,INT
2025-12-02 02:00:00,37.102833333333336,32.92016666666667,21.352666666666668,34.333333333333336,21.01851851851852,46.333333333333336,963.2403333333333,SITE 1,INT
2025-12-02 03:00:00,26.587,24.993333333333332,15.948166666666667,33.68518518518519,20.11111111111111,45.266666666666666,962.506,SITE 1,INT
2025-12-02 04:00:00,164.47716666666668,155.76383333333334,84.43466666666667,33.48148148148149,19.592592592592595,44.233333333333334,963.1046666666666,SITE 1,INT
